iin_isam_id,logical_group,post_identifier,process_id,ticket_id,pending,naked,acked_with_failures
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,1543,1,9,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,1543,1,7,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,1544,2,9,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,2083,3,5,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,2083,3,5,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,2084,4,5,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,2962,1,8,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,2963,2,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,3242,3,8,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,3243,4,11,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,3364,2,2,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,3865,3,2,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,3865,3,2,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,4951,2,18,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,4951,2,18,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,4952,3,18,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,4953,4,21,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,4953,4,21,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,4954,5,11,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,4970,6,11,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,4971,7,11,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,4971,7,11,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6355,1,31,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6355,1,31,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6356,2,31,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6357,3,31,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6357,3,31,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6358,4,31,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6359,5,31,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6359,5,31,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6360,6,31,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6361,7,21,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6361,7,21,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6362,8,31,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6362,8,31,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6363,9,51,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6364,10,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6364,10,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6365,11,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6366,12,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6366,12,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6367,13,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6368,14,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6368,14,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6369,15,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6370,16,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6370,16,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6371,17,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6372,18,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6372,18,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6373,19,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6374,20,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6374,20,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6375,21,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6376,22,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6376,22,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6377,23,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6378,24,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6378,24,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6379,25,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6380,26,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6380,26,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6381,27,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,6382,28,4,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,6382,28,4,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,6383,29,4,0,0
6335970A700064,WC - Worldline TVM - Group 1,000326-006560,8476,,1,0,0
6335970A700065,WC - Worldline TVM - Group 1,000326-002968,8476,,1,0,0
6335970A700063,WC - Cubic ATG - Group 1,Rambus ,9375,,1,0,0
63359708480039,Chiltern - Systex LCID - Group 2,,1745,1,5,0,0
6335970848004D,Chiltern - Systex LCID - Group 2,,1746,1,5,0,0
6335970848004E,Chiltern - Systex LCID - Group 2,,1746,1,5,0,0
63359708480038,Chiltern - Systex LCID - Group 2,000104-5WFjUI,1747,1,5,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,2408,5,8,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,2409,6,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,2409,6,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,2410,7,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,3346,2,8,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3347,3,8,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3347,3,8,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,3348,4,8,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,3350,6,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3351,7,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3351,7,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,3352,8,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,3726,10,8,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3727,11,8,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,3727,11,0,0,2
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3727,11,8,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,3728,12,8,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,3730,14,11,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3731,15,11,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3731,15,11,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,3732,16,11,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,3833,3,2,0,0
63359708480039,Chiltern - Systex LCID - Group 2,,3835,5,2,0,0
6335970848004D,Chiltern - Systex LCID - Group 2,,3836,5,2,0,0
6335970848004E,Chiltern - Systex LCID - Group 2,,3836,5,2,0,0
63359708480038,Chiltern - Systex LCID - Group 2,000104-5WFjUI,3837,5,2,0,0
63359708480066,Chiltern - Systex LCID - Group 3,eceliveisas3,3838,6,2,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3839,7,2,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,3839,7,2,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,3840,8,2,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,5326,4,18,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,5327,5,18,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,5327,5,0,0,1
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,5327,5,18,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,5328,6,18,0,0
63359708480039,Chiltern - Systex LCID - Group 2,,5329,7,15,0,0
6335970848004D,Chiltern - Systex LCID - Group 2,,5330,7,15,0,0
6335970848004E,Chiltern - Systex LCID - Group 2,,5330,7,15,0,0
63359708480038,Chiltern - Systex LCID - Group 2,000104-5WFjUI,5331,7,15,0,0
63359708480066,Chiltern - Systex LCID - Group 3,eceliveisas3,5332,8,15,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,5333,9,11,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,5335,11,11,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,5335,11,11,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,5336,12,11,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,5363,13,11,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,5365,15,11,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,5365,15,11,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,5366,16,11,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6723,1,31,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6725,3,31,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6725,3,31,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6725,3,31,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6726,4,31,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6727,5,31,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6729,7,31,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6729,7,31,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6729,7,31,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6730,8,31,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6731,9,31,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6733,11,31,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6733,11,31,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6733,11,31,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6734,12,31,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6735,13,21,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6737,15,21,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6737,15,21,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6737,15,21,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6738,16,21,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6739,17,21,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6741,19,21,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6741,19,21,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6741,19,21,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6742,20,21,0,0
63359708480038,Chiltern - Systex LCID - Group 2,000104-5WFjUI,6743,21,27,0,0
6335970848004D,Chiltern - Systex LCID - Group 2,,6744,21,27,0,0
6335970848004E,Chiltern - Systex LCID - Group 2,,6744,21,27,0,0
63359708480039,Chiltern - Systex LCID - Group 2,,6745,21,27,0,0
63359708480066,Chiltern - Systex LCID - Group 3,eceliveisas3,6746,22,27,0,0
63359708480068,Chiltern - Systex LCID - Group 3,000104-bFviK5,6746,22,27,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6761,23,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6763,25,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6763,25,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6763,25,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6764,26,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6765,27,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6767,29,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6767,29,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6767,29,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6768,30,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6769,31,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6771,33,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6771,33,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6771,33,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6772,34,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6773,35,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6775,37,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6775,37,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6775,37,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6776,38,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6777,39,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6779,41,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6779,41,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6779,41,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6780,42,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6781,43,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6783,45,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6783,45,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6783,45,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6784,46,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6785,47,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6787,49,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6787,49,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6787,49,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6788,50,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6789,51,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6791,53,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6791,53,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6791,53,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6792,54,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6793,55,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6795,57,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6795,57,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6795,57,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6796,58,4,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,6797,59,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6799,61,4,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,6799,61,4,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,6799,61,4,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,6800,62,4,0,0
63359708480038,Chiltern - Systex LCID - Group 2,000104-5WFjUI,6801,63,4,0,0
6335970848004D,Chiltern - Systex LCID - Group 2,,6802,63,4,0,0
6335970848004E,Chiltern - Systex LCID - Group 2,,6802,63,4,0,0
63359708480039,Chiltern - Systex LCID - Group 2,,6803,63,4,0,0
63359708480066,Chiltern - Systex LCID - Group 3,eceliveisas3,6804,64,4,0,0
63359708480068,Chiltern - Systex LCID - Group 3,000104-bFviK5,6804,64,4,0,0
633597084800BD,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,8961,,1,0,0
633597084800BE,Chiltern - Fujitsu STAR mTIS - group 1,000142-945503,8961,,1,0,0
633597084800C0,Chiltern - Fujitsu STAR mTIS - group 1,eceliveisas3,8961,,1,0,0
63359708480039,Chiltern - Systex LCID - Group 2,,8962,,1,0,0
633597084800BF,Chiltern - Fujitsu STAR mTIS - group 2,eceliveisas3,8963,,1,0,0
6335970848004D,Chiltern - Systex LCID - Group 2,,8965,,1,0,0
6335970848004E,Chiltern - Systex LCID - Group 2,,8965,,1,0,0
63359708480066,Chiltern - Systex LCID - Group 3,eceliveisas3,8967,,1,0,0
63359708480067,Chiltern - Systex LCID - Group 3,000104-PXKVrb,8967,,1,0,0
63359708480068,Chiltern - Systex LCID - Group 3,000104-bFviK5,8967,,1,0,0
63359708480038,Chiltern - Systex LCID - Group 2,000104-5WFjUI,8968,,1,0,0
63359708480037,Chiltern - Cubic ATG - Group 1,eceliveisas3,10661,,1,0,0
6335970848003A,Chiltern - Cubic ATG - Group 1,000121-16b8f3,10661,,1,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,181,1,0,0,1
6335970A78009B,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948303,182,1,0,0,1
6335970A78009D,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948304,182,1,0,0,1
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,204,3,11,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,223,2,2,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,321,2,18,0,0
6335970A78009B,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948303,322,2,0,0,1
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,322,2,18,0,0
6335970A78009D,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948304,322,2,0,0,1
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,324,4,11,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,325,4,11,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,341,6,11,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,342,6,11,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,381,1,31,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,382,1,31,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,383,2,31,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,384,3,31,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,385,3,31,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,386,4,31,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,387,5,31,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,388,5,31,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,389,6,31,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,390,7,21,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,391,7,21,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,392,8,21,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,392,8,21,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,393,9,21,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,394,9,21,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,395,10,21,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,395,10,21,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,396,11,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,397,11,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,398,12,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,398,12,4,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,399,13,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,400,13,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,401,14,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,401,14,4,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,402,15,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,403,15,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,404,16,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,404,16,4,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,405,17,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,406,17,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,407,18,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,407,18,4,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,408,19,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,409,19,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,410,20,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,410,20,4,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,411,21,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,412,21,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,413,22,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,413,22,4,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,414,23,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,415,23,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,416,24,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,416,24,4,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,417,25,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,418,25,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,419,26,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,419,26,4,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,420,27,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,421,27,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,422,28,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,422,28,4,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,423,29,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,424,29,4,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,425,30,4,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,425,30,4,0,0
6335970A78009A,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948306,441,,1,0,0
6335970A78009C,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-949054,442,,1,0,0
6335970A78009D,CrossCountry-  Fujitsu STAR mTIS - Group A,000142-948304,442,,1,0,0
6335970A7800D8,CrossCountry - Fujitsu STAR mTIS - Group B,000142-944057,443,,1,0,0
6335970A7800D9,CrossCountry - Fujitsu STAR mTIS - Group B,000142-949054,443,,1,0,0
63359709380045,EMT - Cubic ATG - Group 1,eceliveisas3,201,1,8,0,0
63359709380048,EMT - Cubic ATG - Group 1,eceliveisas3,201,1,8,0,0
63359709380045,EMT - Cubic ATG - Group 1,eceliveisas3,203,3,4,0,0
63359709380048,EMT - Cubic ATG - Group 1,eceliveisas3,203,3,4,0,0
63359709380045,EMT - Cubic ATG - Group 1,eceliveisas3,241,5,8,0,0
63359709380048,EMT - Cubic ATG - Group 1,eceliveisas3,241,5,8,0,0
63359709380045,EMT - Cubic ATG - Group 1,eceliveisas3,243,7,11,0,0
63359709380048,EMT - Cubic ATG - Group 1,eceliveisas3,243,7,11,0,0
63359709380045,EMT - Cubic ATG - Group 1,eceliveisas3,262,4,2,0,0
